Student ID,grade,school_name,reading_score,math_score
37205,9th,Ford High School,64,71
37206,12th,Ford High School,90,77
37207,10th,Ford High School,93,58
37208,10th,Ford High School,96,94
37209,12th,Ford High School,94,82
37210,10th,Ford High School,90,75
37211,10th,Ford High School,96,85
37212,12th,Ford High School,70,82
37213,11th,Ford High School,72,77
37214,12th,Ford High School,67,96
37215,9th,Ford High School,64,90
37216,11th,Ford High School,90,59
37217,12th,Ford High School,96,67
37218,9th,Ford High School,69,80
37219,10th,Ford High School,88,60
37220,11th,Ford High School,87,55
37221,11th,Ford High School,68,78
37222,9th,Ford High School,68,82
37223,10th,Ford High School,89,83
37224,10th,Ford High School,70,57
37225,12th,Ford High School,84,80
37226,12th,Ford High School,79,74
37227,9th,Ford High School,71,97
37228,12th,Ford High School,64,96
37229,11th,Ford High School,69,85
37230,11th,Ford High School,91,59
37231,9th,Ford High School,90,55
37232,11th,Ford High School,74,79
37233,11th,Ford High School,88,99
37234,9th,Ford High School,63,96
37235,10th,Ford High School,63,64
37236,10th,Ford High School,96,66
37237,11th,Ford High School,74,78
37238,11th,Ford High School,80,98
37239,9th,Ford High School,71,79
37240,11th,Ford High School,85,55
37241,11th,Ford High School,64,69
37242,9th,Ford High School,69,91
37243,9th,Ford High School,94,85
37244,12th,Ford High School,85,94
37245,10th,Ford High School,85,89
37246,9th,Ford High School,79,71
37247,9th,Ford High School,73,58
37248,9th,Ford High School,82,64
37249,10th,Ford High School,92,76
37250,10th,Ford High School,86,71
37251,12th,Ford High School,98,56
37252,11th,Ford High School,92,79
37253,9th,Ford High School,72,72
37254,10th,Ford High School,98,98
37255,9th,Ford High School,96,56
37256,11th,Ford High School,94,63
37257,11th,Ford High School,82,68
37258,9th,Ford High School,69,97
37259,11th,Ford High School,96,94
37260,10th,Ford High School,92,86
37261,12th,Ford High School,80,89
37262,9th,Ford High School,77,84
37263,9th,Ford High School,77,65
37264,9th,Ford High School,69,59
37265,12th,Ford High School,94,80
37266,11th,Ford High School,87,73
37267,12th,Ford High School,65,77
37268,11th,Ford High School,74,59
37269,11th,Ford High School,89,91
37270,12th,Ford High School,77,59
37271,11th,Ford High School,91,88
37272,10th,Ford High School,82,63
37273,9th,Ford High School,64,95
37274,11th,Ford High School,88,68
37275,11th,Ford High School,66,80
37276,9th,Ford High School,67,76
37277,10th,Ford High School,80,72
37278,12th,Ford High School,70,58
37279,11th,Ford High School,82,68
37280,9th,Ford High School,95,65
37281,10th,Ford High School,67,84
37282,11th,Ford High School,64,81
37283,9th,Ford High School,86,94
37284,12th,Ford High School,93,94
37285,11th,Ford High School,64,67
37286,12th,Ford High School,93,57
37287,10th,Ford High School,75,59
37288,11th,Ford High School,69,55
37289,10th,Ford High School,97,58
37290,9th,Ford High School,94,97
37291,9th,Ford High School,97,82
37292,10th,Ford High School,89,86
37293,9th,Ford High School,69,60
37294,9th,Ford High School,65,61
37295,11th,Ford High School,81,82
37296,11th,Ford High School,79,84
37297,9th,Ford High School,66,62
37298,10th,Ford High School,87,92
37299,10th,Ford High School,98,66
37300,12th,Ford High School,82,59
37301,9th,Ford High School,63,65
37302,11th,Ford High School,69,77
37303,9th,Ford High School,80,75
37304,11th,Ford High School,77,98
37305,9th,Ford High School,67,62
37306,10th,Ford High School,76,95
37307,12th,Ford High School,66,75
37308,12th,Ford High School,63,89
37309,9th,Ford High School,87,72
37310,11th,Ford High School,67,78
37311,12th,Ford High School,80,67
37312,11th,Ford High School,93,71
37313,11th,Ford High School,82,80
37314,12th,Ford High School,77,69
37315,11th,Ford High School,78,88
37316,11th,Ford High School,76,99
37317,10th,Ford High School,95,89
37318,10th,Ford High School,86,62
37319,11th,Ford High School,65,56
37320,9th,Ford High School,88,71
37321,10th,Ford High School,91,65
37322,10th,Ford High School,65,69
37323,9th,Ford High School,65,63
37324,12th,Ford High School,74,94
37325,11th,Ford High School,71,87
37326,9th,Ford High School,65,89
37327,9th,Ford High School,72,88
37328,9th,Ford High School,93,89
37329,9th,Ford High School,97,97
37330,9th,Ford High School,80,81
37331,12th,Ford High School,87,77
37332,11th,Ford High School,64,78
37333,9th,Ford High School,83,89
37334,11th,Ford High School,79,90
37335,9th,Ford High School,97,65
37336,11th,Ford High School,64,77
37337,12th,Ford High School,96,69
37338,9th,Ford High School,86,66
37339,10th,Ford High School,81,90
37340,12th,Ford High School,75,73
37341,10th,Ford High School,92,69
37342,11th,Ford High School,91,78
37343,9th,Ford High School,95,69
37344,10th,Ford High School,80,80
37345,12th,Ford High School,86,64
37346,10th,Ford High School,91,64
37347,10th,Ford High School,94,71
37348,9th,Ford High School,87,75
37349,9th,Ford High School,94,83
37350,11th,Ford High School,75,84
37351,9th,Ford High School,98,60
37352,11th,Ford High School,89,71
37353,9th,Ford High School,80,83
37354,11th,Ford High School,92,87
37355,10th,Ford High School,94,84
37356,9th,Ford High School,86,91
37357,10th,Ford High School,96,85
37358,9th,Ford High School,85,76
37359,10th,Ford High School,81,75
37360,12th,Ford High School,81,71
37361,9th,Ford High School,63,55
37362,10th,Ford High School,81,65
37363,9th,Ford High School,70,68
37364,12th,Ford High School,68,84
37365,11th,Ford High School,65,83
37366,9th,Ford High School,96,69
37367,12th,Ford High School,97,78
37368,12th,Ford High School,64,61
37369,11th,Ford High School,73,77
37370,10th,Ford High School,96,55
37371,11th,Ford High School,85,99
37372,10th,Ford High School,85,60
37373,11th,Ford High School,80,55
37374,10th,Ford High School,63,55
37375,9th,Ford High School,92,76
37376,11th,Ford High School,97,95
37377,10th,Ford High School,88,74
37378,10th,Ford High School,82,60
37379,11th,Ford High School,75,94
37380,10th,Ford High School,94,85
37381,10th,Ford High School,90,96
37382,10th,Ford High School,94,67
37383,11th,Ford High School,80,99
37384,12th,Ford High School,80,89
37385,10th,Ford High School,63,74
37386,9th,Ford High School,91,87
37387,12th,Ford High School,68,92
37388,9th,Ford High School,64,85
37389,11th,Ford High School,82,69
37390,9th,Ford High School,83,84
37391,12th,Ford High School,82,60
37392,12th,Ford High School,84,82
37393,10th,Ford High School,65,67
37394,11th,Ford High School,93,91
37395,11th,Ford High School,89,63
37396,12th,Ford High School,63,85
37397,12th,Ford High School,74,84
37398,9th,Ford High School,74,57
37399,9th,Ford High School,83,90
37400,10th,Ford High School,99,64
37401,12th,Ford High School,87,68
37402,9th,Ford High School,94,99
37403,12th,Ford High School,88,91
37404,12th,Ford High School,63,68
37405,11th,Ford High School,94,71
37406,10th,Ford High School,76,71
37407,9th,Ford High School,96,78
37408,11th,Ford High School,86,60
37409,11th,Ford High School,75,94
37410,10th,Ford High School,87,56
37411,12th,Ford High School,72,92
37412,9th,Ford High School,75,77
37413,9th,Ford High School,91,73
37414,9th,Ford High School,67,61
37415,9th,Ford High School,88,70
37416,9th,Ford High School,63,69
37417,9th,Ford High School,88,96
37418,12th,Ford High School,98,84
37419,12th,Ford High School,94,59
37420,12th,Ford High School,63,62
37421,11th,Ford High School,65,62
37422,10th,Ford High School,63,79
37423,12th,Ford High School,64,94
37424,10th,Ford High School,68,70
37425,9th,Ford High School,79,99
37426,9th,Ford High School,88,88
37427,10th,Ford High School,79,66
37428,11th,Ford High School,68,55
37429,9th,Ford High School,83,88
37430,9th,Ford High School,64,63
37431,10th,Ford High School,76,94
37432,10th,Ford High School,88,87
37433,9th,Ford High School,71,80
37434,10th,Ford High School,91,98
37435,11th,Ford High School,66,61
37436,9th,Ford High School,70,62
37437,12th,Ford High School,76,81
37438,11th,Ford High School,90,75
37439,9th,Ford High School,98,86
37440,11th,Ford High School,68,60
37441,11th,Ford High School,69,73
37442,9th,Ford High School,76,99
37443,11th,Ford High School,72,66
37444,10th,Ford High School,89,60
37445,12th,Ford High School,96,62
37446,12th,Ford High School,72,73
37447,9th,Ford High School,99,97
37448,11th,Ford High School,91,89
37449,10th,Ford High School,70,59
37450,11th,Ford High School,71,89
37451,10th,Ford High School,92,73
37452,11th,Ford High School,84,63
37453,9th,Ford High School,80,79
37454,12th,Ford High School,67,62
37455,11th,Ford High School,91,99
37456,12th,Ford High School,94,85
37457,11th,Ford High School,90,89
37458,12th,Ford High School,95,57
37459,9th,Ford High School,84,85
37460,12th,Ford High School,67,88
37461,10th,Ford High School,66,90
37462,9th,Ford High School,84,82
37463,9th,Ford High School,88,81
37464,11th,Ford High School,68,74
37465,11th,Ford High School,71,86
37466,11th,Ford High School,74,92
37467,9th,Ford High School,84,58
37468,12th,Ford High School,86,64
37469,9th,Ford High School,82,74
37470,10th,Ford High School,99,85
37471,11th,Ford High School,99,63
37472,11th,Ford High School,69,65
37473,9th,Ford High School,84,66
37474,9th,Ford High School,96,93
37475,11th,Ford High School,93,73
37476,11th,Ford High School,74,76
37477,9th,Ford High School,84,92
37478,12th,Ford High School,90,78
37479,10th,Ford High School,85,59
37480,9th,Ford High School,67,59
37481,9th,Ford High School,83,74
37482,12th,Ford High School,75,86
37483,10th,Ford High School,87,86
37484,12th,Ford High School,63,58
37485,10th,Ford High School,68,77
37486,10th,Ford High School,94,79
37487,11th,Ford High School,77,77
37488,10th,Ford High School,75,68
37489,12th,Ford High School,66,76
37490,9th,Ford High School,98,80
37491,11th,Ford High School,71,70
37492,10th,Ford High School,65,66
37493,9th,Ford High School,92,84
37494,9th,Ford High School,74,77
37495,12th,Ford High School,77,88
37496,10th,Ford High School,77,58
37497,10th,Ford High School,95,70
37498,11th,Ford High School,98,63
37499,10th,Ford High School,73,94
37500,9th,Ford High School,66,77
37501,12th,Ford High School,75,95
37502,11th,Ford High School,95,82
37503,11th,Ford High School,79,61
37504,9th,Ford High School,65,97
37505,12th,Ford High School,97,80
37506,12th,Ford High School,76,66
37507,12th,Ford High School,73,74
37508,9th,Ford High School,74,61
37509,12th,Ford High School,80,67
37510,12th,Ford High School,89,82
37511,10th,Ford High School,68,58
37512,9th,Ford High School,84,72
37513,11th,Ford High School,79,63
37514,12th,Ford High School,80,73
37515,12th,Ford High School,69,87
37516,11th,Ford High School,76,75
37517,9th,Ford High School,71,80
37518,9th,Ford High School,89,98
37519,12th,Ford High School,84,65
37520,11th,Ford High School,63,74
37521,9th,Ford High School,77,78
37522,12th,Ford High School,90,68
37523,10th,Ford High School,90,84
37524,9th,Ford High School,84,72
37525,9th,Ford High School,71,71
37526,10th,Ford High School,98,56
37527,9th,Ford High School,98,60
37528,11th,Ford High School,83,83
37529,11th,Ford High School,76,69
37530,9th,Ford High School,63,59
37531,9th,Ford High School,94,80
37532,12th,Ford High School,91,66
37533,12th,Ford High School,75,70
37534,9th,Ford High School,76,84
37535,10th,Thomas High School,76,76
37536,11th,Thomas High School,84,82
37537,9th,Thomas High School,80,90
37538,9th,Thomas High School,71,69
37539,9th,Thomas High School,86,76
37540,9th,Thomas High School,73,96
37541,10th,Thomas High School,80,76
37542,11th,Thomas High School,91,94
37543,9th,Thomas High School,82,73
37544,10th,Thomas High School,71,92
37545,10th,Thomas High School,84,68
37546,12th,Thomas High School,90,81
37547,12th,Thomas High School,77,74
37548,10th,Thomas High School,70,97
37549,11th,Thomas High School,70,68
37550,9th,Thomas High School,76,99
37551,12th,Thomas High School,91,86
37552,10th,Thomas High School,88,79
37553,10th,Thomas High School,97,70
37554,11th,Thomas High School,76,77
37555,11th,Thomas High School,72,82
37556,11th,Thomas High School,95,74
37557,11th,Thomas High School,93,84
37558,9th,Thomas High School,81,90
37559,9th,Thomas High School,72,98
37560,11th,Thomas High School,70,83
37561,11th,Thomas High School,69,93
37562,9th,Thomas High School,86,69
37563,10th,Thomas High School,80,97
37564,9th,Thomas High School,93,97
37565,10th,Thomas High School,93,94
37566,10th,Thomas High School,84,77
37567,9th,Thomas High School,81,81
37568,11th,Thomas High School,77,98
37569,9th,Thomas High School,98,90
37570,12th,Thomas High School,87,95
37571,12th,Thomas High School,74,86
37572,9th,Thomas High School,87,75
37573,9th,Thomas High School,82,98
37574,10th,Thomas High School,74,95
37575,10th,Thomas High School,77,85
37576,11th,Thomas High School,86,79
37577,10th,Thomas High School,99,99
37578,9th,Thomas High School,76,75
37579,11th,Thomas High School,76,84
37580,10th,Thomas High School,81,79
37581,9th,Thomas High School,97,75
37582,12th,Thomas High School,88,81
37583,12th,Thomas High School,83,81
37584,10th,Thomas High School,98,87
37585,12th,Thomas High School,84,95
37586,10th,Thomas High School,93,97
37587,9th,Thomas High School,94,74
37588,12th,Thomas High School,73,83
37589,11th,Thomas High School,93,92
37590,11th,Thomas High School,73,86
37591,12th,Thomas High School,86,88
37592,10th,Thomas High School,80,74
37593,12th,Thomas High School,85,93
37594,10th,Thomas High School,71,78
37595,11th,Thomas High School,75,73
37596,12th,Thomas High School,90,73
37597,10th,Thomas High School,72,81
37598,10th,Thomas High School,99,99
37599,9th,Thomas High School,88,68
37600,10th,Thomas High School,86,87
37601,11th,Thomas High School,77,79
37602,10th,Thomas High School,79,73
37603,10th,Thomas High School,83,68
37604,11th,Thomas High School,81,78
37605,10th,Thomas High School,93,68
37606,12th,Thomas High School,81,98
37607,10th,Thomas High School,94,70
37608,11th,Thomas High School,82,90
37609,9th,Thomas High School,86,87
37610,9th,Thomas High School,94,94
37611,10th,Thomas High School,89,87
37612,11th,Thomas High School,97,82
37613,9th,Thomas High School,86,95
37614,9th,Thomas High School,74,68
37615,10th,Thomas High School,71,95
37616,9th,Thomas High School,86,95
37617,12th,Thomas High School,79,69
37618,12th,Thomas High School,69,68
37619,10th,Thomas High School,92,90
37620,10th,Thomas High School,78,94
37621,10th,Thomas High School,94,84
37622,11th,Thomas High School,89,89
37623,10th,Thomas High School,77,95
37624,12th,Thomas High School,74,91
37625,11th,Thomas High School,86,98
37626,11th,Thomas High School,74,77
37627,11th,Thomas High School,95,69
37628,12th,Thomas High School,81,79
37629,12th,Thomas High School,75,84
37630,12th,Thomas High School,79,76
37631,10th,Thomas High School,72,80
37632,9th,Thomas High School,74,88
37633,10th,Thomas High School,85,99
37634,11th,Thomas High School,76,94
37635,9th,Thomas High School,99,99
37636,12th,Thomas High School,85,73
37637,11th,Thomas High School,71,74
37638,11th,Thomas High School,99,83
37639,12th,Thomas High School,70,86
37640,11th,Thomas High School,86,97
37641,9th,Thomas High School,93,87
37642,11th,Thomas High School,98,89
37643,12th,Thomas High School,85,72
37644,9th,Thomas High School,98,75
37645,10th,Thomas High School,81,89
37646,9th,Thomas High School,77,74
37647,9th,Thomas High School,92,70
37648,10th,Thomas High School,96,82
37649,9th,Thomas High School,90,96
37650,9th,Thomas High School,96,84
37651,11th,Thomas High School,78,92
37652,12th,Thomas High School,96,93
37653,9th,Thomas High School,75,95
37654,10th,Thomas High School,98,74
37655,10th,Thomas High School,73,80
37656,10th,Thomas High School,88,81
37657,9th,Thomas High School,69,69
37658,9th,Thomas High School,72,90
37659,11th,Thomas High School,78,90
37660,11th,Thomas High School,78,83
37661,9th,Thomas High School,76,68
37662,11th,Thomas High School,83,88
37663,9th,Thomas High School,72,73
37664,11th,Thomas High School,78,91
37665,9th,Thomas High School,90,77
37666,9th,Thomas High School,74,73
37667,9th,Thomas High School,77,79
37668,10th,Thomas High School,87,93
37669,11th,Thomas High School,94,71
37670,12th,Thomas High School,69,68
37671,11th,Thomas High School,88,77
37672,12th,Thomas High School,71,86
37673,10th,Thomas High School,86,84
37674,9th,Thomas High School,79,85
37675,12th,Thomas High School,90,89
37676,12th,Thomas High School,96,92
37677,10th,Thomas High School,91,71
37678,10th,Thomas High School,88,93
37679,10th,Thomas High School,70,68
37680,10th,Thomas High School,75,78
37681,11th,Thomas High School,99,72
37682,9th,Thomas High School,87,94
37683,12th,Thomas High School,79,68
37684,11th,Thomas High School,75,68
37685,12th,Thomas High School,97,98
37686,11th,Thomas High School,96,85
37687,12th,Thomas High School,92,78
37688,11th,Thomas High School,87,80
37689,11th,Thomas High School,96,73
37690,9th,Thomas High School,78,95
37691,10th,Thomas High School,79,93
37692,9th,Thomas High School,77,76
37693,11th,Thomas High School,88,90
37694,9th,Thomas High School,78,79
37695,12th,Thomas High School,94,83
37696,10th,Thomas High School,89,80
37697,10th,Thomas High School,98,84
37698,9th,Thomas High School,74,77
37699,12th,Thomas High School,96,97
37700,11th,Thomas High School,96,74
37701,10th,Thomas High School,98,69
37702,12th,Thomas High School,75,98
37703,9th,Thomas High School,84,95
37704,9th,Thomas High School,95,99
37705,11th,Thomas High School,99,78
37706,10th,Thomas High School,95,86
37707,12th,Thomas High School,70,78
37708,9th,Thomas High School,82,71
37709,11th,Thomas High School,80,76
37710,12th,Thomas High School,86,83
37711,9th,Thomas High School,81,85
37712,9th,Thomas High School,91,82
37713,9th,Thomas High School,70,94
37714,10th,Thomas High School,97,77
37715,10th,Thomas High School,99,69
37716,10th,Thomas High School,92,98
37717,11th,Thomas High School,85,71
37718,10th,Thomas High School,94,77
37719,9th,Thomas High School,89,79
37720,10th,Thomas High School,75,75
37721,11th,Thomas High School,98,68
37722,10th,Thomas High School,88,72
37723,9th,Thomas High School,93,75
37724,12th,Thomas High School,81,82
37725,10th,Thomas High School,99,97
37726,9th,Thomas High School,89,98
37727,10th,Thomas High School,88,72
37728,11th,Thomas High School,93,74
37729,9th,Thomas High School,78,97
37730,10th,Thomas High School,92,87
37731,9th,Thomas High School,96,88
37732,10th,Thomas High School,85,85
37733,9th,Thomas High School,87,86
37734,9th,Thomas High School,86,75
37735,10th,Thomas High School,92,68
37736,9th,Thomas High School,81,86
37737,9th,Thomas High School,81,99
37738,12th,Thomas High School,79,95
37739,12th,Thomas High School,79,94
37740,12th,Thomas High School,89,86
37741,9th,Thomas High School,84,96
37742,9th,Thomas High School,80,87
37743,10th,Thomas High School,98,93
37744,9th,Thomas High School,74,79
37745,12th,Thomas High School,88,80
37746,11th,Thomas High School,91,73
37747,11th,Thomas High School,98,85
37748,11th,Thomas High School,69,74
37749,9th,Thomas High School,88,76
37750,11th,Thomas High School,74,71
37751,12th,Thomas High School,73,90
37752,9th,Thomas High School,91,71
37753,11th,Thomas High School,94,79
37754,11th,Thomas High School,86,92
37755,10th,Thomas High School,99,72
37756,9th,Thomas High School,91,85
37757,10th,Thomas High School,70,68
37758,11th,Thomas High School,91,85
37759,9th,Thomas High School,80,89
37760,11th,Thomas High School,80,96
37761,11th,Thomas High School,83,88
37762,11th,Thomas High School,94,93
37763,10th,Thomas High School,96,82
37764,10th,Thomas High School,88,91
37765,12th,Thomas High School,99,79
37766,11th,Thomas High School,86,99
37767,12th,Thomas High School,86,73
37768,10th,Thomas High School,76,88
37769,11th,Thomas High School,83,97
37770,11th,Thomas High School,94,83
37771,9th,Thomas High School,75,83
37772,12th,Thomas High School,98,92
37773,9th,Thomas High School,72,78
37774,10th,Thomas High School,94,87
37775,10th,Thomas High School,73,77
37776,9th,Thomas High School,83,97
37777,12th,Thomas High School,95,74
37778,10th,Thomas High School,69,93
37779,12th,Thomas High School,93,85
37780,9th,Thomas High School,83,72
37781,12th,Thomas High School,86,98
37782,9th,Thomas High School,87,96
37783,9th,Thomas High School,92,98
37784,12th,Thomas High School,71,76
37785,9th,Thomas High School,85,84
37786,10th,Thomas High School,72,70
37787,10th,Thomas High School,89,98
37788,11th,Thomas High School,98,99
37789,9th,Thomas High School,74,72
37790,11th,Thomas High School,83,87
37791,11th,Thomas High School,91,84
37792,11th,Thomas High School,82,69
37793,10th,Thomas High School,87,81
37794,11th,Thomas High School,81,69
37795,9th,Thomas High School,99,77
37796,12th,Thomas High School,79,71
37797,10th,Thomas High School,85,73
37798,10th,Thomas High School,74,84
37799,9th,Thomas High School,91,78
37800,11th,Thomas High School,82,76
37801,11th,Thomas High School,73,95
37802,10th,Thomas High School,88,75
37803,12th,Thomas High School,71,94
37804,12th,Thomas High School,70,85
37805,11th,Thomas High School,71,98
37806,9th,Thomas High School,96,75
37807,9th,Thomas High School,99,80
37808,10th,Thomas High School,73,89
37809,9th,Thomas High School,98,74
37810,9th,Thomas High School,93,88
37811,11th,Thomas High School,84,87
37812,9th,Thomas High School,94,73
37813,11th,Thomas High School,72,85
37814,11th,Thomas High School,71,95
37815,11th,Thomas High School,89,93
37816,10th,Thomas High School,75,76
37817,11th,Thomas High School,80,95
37818,11th,Thomas High School,87,70
37819,10th,Thomas High School,89,87
37820,9th,Thomas High School,91,72
37821,9th,Thomas High School,88,83
37822,10th,Thomas High School,72,78
37823,12th,Thomas High School,74,68
37824,9th,Thomas High School,99,93
37825,9th,Thomas High School,91,71
37826,9th,Thomas High School,73,81
37827,9th,Thomas High School,75,74
37828,10th,Thomas High School,90,77
37829,9th,Thomas High School,74,94
37830,11th,Thomas High School,91,99
37831,11th,Thomas High School,91,74
37832,12th,Thomas High School,85,86
37833,10th,Thomas High School,73,94
37834,9th,Thomas High School,99,98
37835,12th,Thomas High School,71,82
37836,12th,Thomas High School,92,83
37837,11th,Thomas High School,98,92
37838,11th,Thomas High School,78,86
37839,10th,Thomas High School,70,91
37840,9th,Thomas High School,79,81
37841,11th,Thomas High School,92,86
37842,12th,Thomas High School,70,99
37843,12th,Thomas High School,84,81
37844,9th,Thomas High School,88,77
37845,11th,Thomas High School,96,79
37846,11th,Thomas High School,92,71
37847,10th,Thomas High School,87,84
37848,12th,Thomas High School,84,95
37849,9th,Thomas High School,93,89
37850,9th,Thomas High School,95,83
37851,12th,Thomas High School,77,75
37852,12th,Thomas High School,81,73
37853,11th,Thomas High School,72,82
37854,12th,Thomas High School,92,87
37855,12th,Thomas High School,70,93
37856,12th,Thomas High School,98,94
37857,10th,Thomas High School,93,95
37858,9th,Thomas High School,89,72
37859,11th,Thomas High School,76,99
37860,11th,Thomas High School,72,74
37861,11th,Thomas High School,95,73
37862,11th,Thomas High School,73,79
37863,10th,Thomas High School,88,83
37864,9th,Thomas High School,73,76
37865,9th,Thomas High School,72,86
37866,9th,Thomas High School,92,69
37867,10th,Thomas High School,70,92
37868,10th,Thomas High School,90,71
37869,12th,Thomas High School,74,78
37870,10th,Thomas High School,88,91
37871,10th,Thomas High School,80,71
37872,9th,Thomas High School,78,83
37873,10th,Thomas High School,70,69
37874,12th,Thomas High School,97,95
37875,11th,Thomas High School,74,69
37876,11th,Thomas High School,71,86
37877,10th,Thomas High School,94,95
37878,10th,Thomas High School,90,68
37879,11th,Thomas High School,82,78
37880,12th,Thomas High School,95,87
37881,11th,Thomas High School,71,99
37882,9th,Thomas High School,90,80
37883,10th,Thomas High School,81,91
37884,12th,Thomas High School,80,68
37885,9th,Thomas High School,89,85
37886,10th,Thomas High School,93,82
37887,12th,Thomas High School,78,96
37888,10th,Thomas High School,81,90
37889,9th,Thomas High School,77,74
37890,10th,Thomas High School,90,96
37891,11th,Thomas High School,73,88
37892,10th,Thomas High School,76,84
37893,10th,Thomas High School,89,88
37894,12th,Thomas High School,73,87
37895,10th,Thomas High School,99,69
37896,10th,Thomas High School,73,73
37897,9th,Thomas High School,98,91
37898,9th,Thomas High School,77,89
37899,10th,Thomas High School,75,97
37900,9th,Thomas High School,77,84
37901,12th,Thomas High School,88,77
37902,9th,Thomas High School,72,85
37903,11th,Thomas High School,89,92
37904,9th,Thomas High School,76,74
37905,10th,Thomas High School,86,94
37906,11th,Thomas High School,82,80
37907,9th,Thomas High School,92,72
37908,9th,Thomas High School,78,72
37909,11th,Thomas High School,72,75
37910,10th,Thomas High School,78,80
37911,11th,Thomas High School,76,89
37912,11th,Thomas High School,72,97
37913,12th,Thomas High School,93,93
37914,11th,Thomas High School,95,75
37915,10th,Thomas High School,80,92
37916,9th,Thomas High School,77,71
37917,10th,Thomas High School,84,75
37918,10th,Thomas High School,73,80
37919,11th,Thomas High School,83,88
37920,12th,Thomas High School,92,80
37921,10th,Thomas High School,86,80
37922,9th,Thomas High School,87,80
37923,10th,Thomas High School,96,74
37924,11th,Thomas High School,95,88
37925,11th,Thomas High School,90,71
37926,10th,Thomas High School,74,83
37927,12th,Thomas High School,94,87
37928,9th,Thomas High School,75,99
37929,12th,Thomas High School,80,90
37930,9th,Thomas High School,75,91
37931,11th,Thomas High School,71,98
37932,9th,Thomas High School,99,84
37933,9th,Thomas High School,84,94
37934,12th,Thomas High School,72,80
37935,9th,Thomas High School,73,78
37936,10th,Thomas High School,76,77
37937,9th,Thomas High School,79,91
37938,11th,Thomas High School,71,79
37939,11th,Thomas High School,86,88
37940,9th,Thomas High School,96,89
37941,9th,Thomas High School,91,70
37942,12th,Thomas High School,88,80
37943,12th,Thomas High School,87,86
37944,12th,Thomas High School,81,92
37945,10th,Thomas High School,92,73
37946,11th,Thomas High School,85,78
37947,11th,Thomas High School,74,96
37948,10th,Thomas High School,74,81
37949,11th,Thomas High School,73,90
37950,9th,Thomas High School,94,83
37951,11th,Thomas High School,69,71
37952,12th,Thomas High School,99,77
37953,11th,Thomas High School,97,94
37954,10th,Thomas High School,74,92
37955,12th,Thomas High School,96,75
37956,9th,Thomas High School,77,86
37957,11th,Thomas High School,99,96
37958,9th,Thomas High School,97,98
37959,10th,Thomas High School,97,88
37960,10th,Thomas High School,73,97
37961,9th,Thomas High School,83,79
37962,9th,Thomas High School,74,88
37963,9th,Thomas High School,97,98
37964,9th,Thomas High School,93,96
37965,12th,Thomas High School,87,98
37966,10th,Thomas High School,90,93
37967,12th,Thomas High School,84,92
37968,12th,Thomas High School,80,91
37969,9th,Thomas High School,76,94
37970,12th,Thomas High School,85,76
37971,10th,Thomas High School,79,70
37972,11th,Thomas High School,99,76
37973,9th,Thomas High School,98,78
37974,12th,Thomas High School,94,82
37975,11th,Thomas High School,73,90
37976,11th,Thomas High School,88,84
37977,11th,Thomas High School,96,92
37978,12th,Thomas High School,70,96
37979,9th,Thomas High School,70,76
37980,9th,Thomas High School,71,82
37981,12th,Thomas High School,69,96
37982,10th,Thomas High School,88,74
37983,10th,Thomas High School,86,91
37984,11th,Thomas High School,81,69
37985,11th,Thomas High School,93,79
37986,9th,Thomas High School,92,80
37987,11th,Thomas High School,74,91
37988,11th,Thomas High School,91,91
37989,12th,Thomas High School,69,94
37990,11th,Thomas High School,78,77
37991,10th,Thomas High School,69,79
37992,10th,Thomas High School,73,85
37993,9th,Thomas High School,89,79
37994,10th,Thomas High School,96,84
37995,12th,Thomas High School,86,96
37996,9th,Thomas High School,79,71
37997,10th,Thomas High School,69,71
37998,10th,Thomas High School,93,86
37999,9th,Thomas High School,86,83
38000,12th,Thomas High School,97,96
38001,9th,Thomas High School,90,96
38002,11th,Thomas High School,93,78
38003,12th,Thomas High School,98,74
38004,12th,Thomas High School,75,94
38005,12th,Thomas High School,94,69
38006,10th,Thomas High School,92,92
38007,9th,Thomas High School,90,76
38008,9th,Thomas High School,75,76
38009,12th,Thomas High School,92,95
38010,9th,Thomas High School,94,74
38011,11th,Thomas High School,72,72
38012,12th,Thomas High School,82,77
38013,9th,Thomas High School,92,84
38014,11th,Thomas High School,69,84
38015,10th,Thomas High School,84,78
38016,10th,Thomas High School,93,83
38017,9th,Thomas High School,78,87
38018,12th,Thomas High School,91,85
38019,11th,Thomas High School,92,80
38020,10th,Thomas High School,99,83
38021,12th,Thomas High School,76,74
38022,10th,Thomas High School,87,82
38023,12th,Thomas High School,98,91
38024,12th,Thomas High School,99,75
38025,9th,Thomas High School,85,68
38026,10th,Thomas High School,97,79
38027,12th,Thomas High School,88,68
38028,9th,Thomas High School,69,86
38029,9th,Thomas High School,98,95
38030,11th,Thomas High School,73,90
38031,11th,Thomas High School,89,72
38032,12th,Thomas High School,85,76
38033,11th,Thomas High School,81,91
38034,10th,Thomas High School,75,91
38035,9th,Thomas High School,98,93
38036,11th,Thomas High School,88,88
38037,9th,Thomas High School,77,75
38038,12th,Thomas High School,70,68
38039,9th,Thomas High School,74,86
38040,11th,Thomas High School,82,97
38041,10th,Thomas High School,97,68
38042,9th,Thomas High School,84,86
38043,9th,Thomas High School,72,90
38044,12th,Thomas High School,88,76
38045,11th,Thomas High School,89,88
